x,y,lat__lat,lon__long,identifier__identifiant,station_id__id_station,period_value__valeur_periode,period_group__groupe_periode,province__province,date,temp_mean__temp_moyenne,temp_mean_units__temp_moyenne_unites,temp_max__temp_max,temp_max_units__temp_max_unites,temp_min__temp_min,temp_min_units__temp_min_unites,total_precip__precip_totale,total_precip_units__precip_totale_unites,rain__pluie,rain_units__pluie_unites,snow__neige,snow_units__neige_unites,pressure_sea_level__pression_niveau_mer,pressure_sea_level_units__pression_niveau_mer_unite,pressure_station__pression_station,pressure_station_units__pression_station_unites,wind_speed__vitesse_vent,wind_speed_units__vitesse_vent_unites
-80.9,44.4,44.4,-80.9,6111467.1998.08,6111467,Aug,Monthly,ON,1998-08,19.4,C,26.3,C,12.5,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-62.59,58.33,58.33,-62.59,8503249.2003.02,8503249,Feb,Monthly,NL,2003-02,,C,,C,,C,,mm,,mm,,mm,1004.2,hPa,940,hPa,,kph
-90.22,51.45,51.45,-90.22,6016525.2010.04,6016525,Apr,Monthly,ON,2010-04,5.7,C,12.2,C,-0.8,C,,mm,,mm,,mm,1014.1,hPa,966.6,hPa,,kph
-71.17,46.67,46.67,-71.17,7020567.2000.05,7020567,May,Monthly,QC,2000-05,10.6,C,16.4,C,4.7,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-55.38,46.92,46.92,-55.38,8403619.2012.09,8403619,Sep,Monthly,NL,2012-09,14.8,C,18.9,C,10.6,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-69.7,48.15,48.15,-69.7,7048320.2016.05,7048320,May,Monthly,QC,2016-05,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-97.08,50.93,50.93,-97.08,5030080.2012.09,5030080,Sep,Monthly,MB,2012-09,12.2,C,18.5,C,6,C,10,mm,10,mm,0,mm,,hPa,,hPa,,kph
-118.58,52.05,52.05,-118.58,1175122.2000.12,1175122,Dec,Monthly,BC,2000-12,-5.4,C,-3.4,C,-7.4,C,128.2,mm,2.5,mm,125.7,mm,,hPa,,hPa,,kph
-116.35,51.45,51.45,-116.35,11790J1.2013.09,11790J1,Sep,Monthly,BC,2013-09,9.6,C,16,C,3.2,C,,mm,,mm,,mm,1013.6,hPa,835.9,hPa,,kph
-117.25,63.13,63.13,-117.25,2202678.2016.08,2202678,Aug,Monthly,NT,2016-08,14.5,C,20.9,C,8,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-110.83,53.35,53.35,-110.83,3016800.2014.10,3016800,Oct,Monthly,AB,2014-10,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-121.9242,50.6733,50.6733,-121.9242,1114627.1991.06,1114627,Jun,Monthly,BC,1991-06,,C,,C,,C,53.8,mm,53.8,mm,0,mm,,hPa,,hPa,,kph
-71.38,46.8,46.8,-71.38,701S001.1990.10,701S001,Oct,Monthly,QC,1990-10,7.4,C,11,C,3.7,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-110.37,65.48,65.48,-110.37,2300850.1991.07,2300850,Jul,Monthly,NU,1991-07,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-80.27,42.85,42.85,-80.27,6137730.1999.01,6137730,Jan,Monthly,ON,1999-01,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-115.57,51.18,51.18,-115.57,3050521.2013.05,3050521,May,Monthly,AB,2013-05,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-71.38,46.8,46.8,-71.38,701S001.2015.03,701S001,Mar,Monthly,QC,2015-03,-7.4,C,-1.5,C,-13.2,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-79.53,44.63,44.63,-79.53,6111769.1999.07,6111769,Jul,Monthly,ON,1999-07,21.8,C,27,C,16.5,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-68.13,51.95,51.95,-68.13,7042590.2011.10,7042590,Oct,Monthly,QC,2011-10,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-69.62,61.05,61.05,-69.62,7116272.1995.06,7116272,Jun,Monthly,QC,1995-06,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-91.9,50.1167,50.1167,-91.9,6037775.2004.01,6037775,Jan,Monthly,ON,2004-01,,C,,C,,C,85.7,mm,0,mm,85.7,mm,1022.7,hPa,971.8,hPa,8.5,kph
-79.4,43.63,43.63,-79.4,6158359.1994.01,6158359,Jan,Monthly,ON,1994-01,-10.1,C,-5.8,C,-14.3,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-108.25,52.77,52.77,-108.25,4045607.2000.07,4045607,Jul,Monthly,SK,2000-07,18,C,24.4,C,11.7,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-79.78,44.38,44.38,-79.78,6110552.1996.12,6110552,Dec,Monthly,ON,1996-12,,C,,C,,C,,mm,,mm,,mm,1016.5,hPa,-9999.9,hPa,,kph
-76.43,45.68,45.68,-76.43,7031315.1992.05,7031315,May,Monthly,QC,1992-05,11.7,C,19.7,C,3.7,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-63.8317,46.4389,46.4389,-63.8317,8300700.2013.11,8300700,Nov,Monthly,PE,2013-11,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,-9999.9,hPa,-9999.9,hPa,20.8,kph
-100.47,51.1,51.1,-100.47,5040985.1993.03,5040985,Mar,Monthly,MB,1993-03,-3.1,C,2.9,C,-8.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-81.38,48.55,48.55,-81.38,6078282.2003.09,6078282,Sep,Monthly,ON,2003-09,12.3,C,17.7,C,6.7,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-83.1,42.1,42.1,-83.1,6130257.2001.09,6130257,Sep,Monthly,ON,2001-09,17,C,22,C,12,C,153.2,mm,153.2,mm,0,mm,,hPa,,hPa,,kph
-107.8475,49.37,49.37,-107.8475,4038400.2001.04,4038400,Apr,Monthly,SK,2001-04,,C,,C,,C,17.9,mm,7.4,mm,10.6,mm,,hPa,,hPa,,kph
-70,60.02,60.02,-70,7113382.2000.10,7113382,Oct,Monthly,QC,2000-10,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-81.12,44.75,44.75,-81.12,6119499.1992.01,6119499,Jan,Monthly,ON,1992-01,-5.3,C,-1.8,C,-8.8,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-103.53,78.78,78.78,-103.53,2402600.2010.02,2402600,Feb,Monthly,NU,2010-02,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-89.87,53.83,53.83,-89.87,6010738.2014.09,6010738,Sep,Monthly,ON,2014-09,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,-9999.9,hPa,-9999.9,hPa,,kph
-73.72,45.07,45.07,-73.72,7023075.2006.10,7023075,Oct,Monthly,QC,2006-10,7.4,C,12.1,C,2.7,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-71.17,46.67,46.67,-71.17,7020567.2007.12,7020567,Dec,Monthly,QC,2007-12,-9.4,C,-5.3,C,-13.4,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-74.62,47.92,47.92,-74.62,7075800.2006.04,7075800,Apr,Monthly,QC,2006-04,3.2,C,9.5,C,-3.1,C,,mm,,mm,,mm,1014.7,hPa,960.8,hPa,,kph
-134.39,62.2019,62.2019,-134.39,2100460.2016.08,2100460,Aug,Monthly,YT,2016-08,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-119.6,49.47,49.47,-119.6,1126146.2013.04,1126146,Apr,Monthly,BC,2013-04,8.5,C,14.7,C,2.2,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-104.6667,50.4333,50.4333,-104.6667,4016560.1994.01,4016560,Jan,Monthly,SK,1994-01,,C,,C,,C,57.5,mm,0.6,mm,56.9,mm,1026.1,hPa,952.5,hPa,20.2,kph
-118.88,55.18,55.18,-118.88,3072921.2015.08,3072921,Aug,Monthly,AB,2015-08,15.2,C,21.9,C,8.4,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-97.05,50.63,50.63,-97.05,5031040.2010.08,5031040,Aug,Monthly,MB,2010-08,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-102.4,52.87,52.87,-102.4,4083320.1997.09,4083320,Sep,Monthly,SK,1997-09,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-88.9053,50.2936,50.2936,-88.9053,6040325.2006.11,6040325,Nov,Monthly,ON,2006-11,-4.5,C,0.3,C,-9.3,C,,mm,,mm,,mm,1016.9,hPa,976.6,hPa,9.9,kph
-71.6833,45.4333,45.4333,-71.6833,7028124.2008.05,7028124,May,Monthly,QC,2008-05,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,11.4,kph
-93.43,48.65,48.65,-93.43,6022474.2001.11,6022474,Nov,Monthly,ON,2001-11,2,C,6.8,C,-2.7,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-79.97,43.32,43.32,-79.97,6155183.1994.09,6155183,Sep,Monthly,ON,1994-09,15.6,C,21.5,C,9.6,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-137.5053,60.7495,60.7495,-137.5053,2100631.2006.09,2100631,Sep,Monthly,YT,2006-09,,C,,C,,C,33,mm,33,mm,0,mm,,hPa,,hPa,,kph
-123.3,49.49,49.49,-123.3,10459NN.1997.10,10459NN,Oct,Monthly,BC,1997-10,,C,,C,,C,,mm,,mm,,mm,1014.7,hPa,-9999.9,hPa,,kph
-78.27,45.53,45.53,-78.27,6080192.2014.05,6080192,May,Monthly,ON,2014-05,11.1,C,18.6,C,3.6,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-80.27,42.85,42.85,-80.27,6137732.1991.09,6137732,Sep,Monthly,ON,1991-09,,C,,C,,C,,mm,,mm,,mm,1021.5,hPa,-9999.9,hPa,,kph
-80.65,51.2667,51.2667,-80.65,6075425.2004.07,6075425,Jul,Monthly,ON,2004-07,,C,,C,,C,59.3,mm,59.3,mm,0,mm,-9999.9,hPa,-9999.9,hPa,13.6,kph
-78.8333,48.2167,48.2167,-78.8333,7086720.1991.02,7086720,Feb,Monthly,QC,1991-02,,C,,C,,C,,mm,,mm,,mm,1014.1,hPa,976,hPa,13,kph
-85.93,79.98,79.98,-85.93,2401199.1993.03,2401199,Mar,Monthly,NU,1993-03,-36.6,C,-33,C,-40.1,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-115.03,51.03,51.03,-115.03,3053600.2001.09,3053600,Sep,Monthly,AB,2001-09,10.9,C,18.6,C,3.2,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-112.93,50.93,50.93,-112.93,3032801.2016.02,3032801,Feb,Monthly,AB,2016-02,-0.4,C,5.1,C,-5.8,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-114,49.52,49.52,-114,3035198.2012.03,3035198,Mar,Monthly,AB,2012-03,0.7,C,5.3,C,-3.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-63.52,44.88,44.88,-63.52,8202251.2001.09,8202251,Sep,Monthly,NS,2001-09,16.2,C,21.4,C,11,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-124.16,49.35,49.35,-124.16,1020590.1998.05,1020590,May,Monthly,BC,1998-05,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-119.65,49.57,49.57,-119.65,112G8L1.2011.11,112G8L1,Nov,Monthly,BC,2011-11,2.2,C,6.1,C,-1.7,C,,mm,,mm,,mm,1015.6,hPa,960.6,hPa,,kph
-117.2,49.58,49.58,-117.2,1145442.2003.03,1145442,Mar,Monthly,BC,2003-03,4.2,C,7.9,C,0.5,C,146.1,mm,130.5,mm,15.6,mm,,hPa,,hPa,,kph
-99.35,49.9,49.9,-99.35,5010547.2002.11,5010547,Nov,Monthly,MB,2002-11,-5.6,C,-0.7,C,-10.4,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-80.93,44.58,44.58,-80.93,6116132.2015.03,6116132,Mar,Monthly,ON,2015-03,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-81.2,42.77,42.77,-81.2,6137362.2003.04,6137362,Apr,Monthly,ON,2003-04,6.3,C,12,C,0.7,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-108.78,50.7,50.7,-108.78,4020020.2001.03,4020020,Mar,Monthly,SK,2001-03,0,C,5.5,C,-5.6,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-59.97,43.95,43.95,-59.97,8204703.2017.04,8204703,Apr,Monthly,NS,2017-04,4.1,C,6.4,C,1.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-101.67,50.13,50.13,-101.67,4015360.2008.04,4015360,Apr,Monthly,SK,2008-04,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-123.4258,48.6472,48.6472,-123.4258,1018620.2015.02,1018620,Feb,Monthly,BC,2015-02,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-80.93,44.58,44.58,-80.93,6116132.2013.08,6116132,Aug,Monthly,ON,2013-08,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-81.25,68.78,68.78,-81.25,2402353.2003.03,2402353,Mar,Monthly,NU,2003-03,-27.6,C,-23.9,C,-31.2,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-72.53,45.83,45.83,-72.53,7027470.2013.04,7027470,Apr,Monthly,QC,2013-04,5.1,C,10.9,C,-0.8,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-79.27,43.77,43.77,-79.27,6158520.1994.07,6158520,Jul,Monthly,ON,1994-07,22.5,C,27,C,18,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-101.9,51.73,51.73,-101.9,4086001.2019.08,4086001,Aug,Monthly,SK,2019-08,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-115.03,51.03,51.03,-115.03,3053600.2011.10,3053600,Oct,Monthly,AB,2011-10,4.8,C,10.6,C,-1,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-114.1,51.7833,51.7833,-114.1,3024920.2004.12,3024920,Dec,Monthly,AB,2004-12,,C,,C,,C,28,mm,0.1,mm,27.8,mm,,hPa,,hPa,,kph
-74.6167,47.9167,47.9167,-74.6167,7075799.1993.01,7075799,Jan,Monthly,QC,1993-01,,C,,C,,C,67.6,mm,5.3,mm,62.2,mm,,hPa,,hPa,,kph
-66.3667,44.25,44.25,-66.3667,8206260.2017.08,8206260,Aug,Monthly,NS,2017-08,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-119.2,50.22,50.22,-119.2,1128582.2010.05,1128582,May,Monthly,BC,2010-05,12.5,C,19,C,6,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-80.23,43.13,43.13,-80.23,6140954.2003.11,6140954,Nov,Monthly,ON,2003-11,4.5,C,8.9,C,0.1,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-67.83,47.15,47.15,-67.83,810I001.2002.12,810I001,Dec,Monthly,NB,2002-12,-9.5,C,-4,C,-15.1,C,,mm,,mm,,mm,1011.1,hPa,980.4,hPa,,kph
-121.5,51.15,51.15,-121.5,1161663.1996.06,1161663,Jun,Monthly,BC,1996-06,10.7,C,18,C,3.3,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-77.25,45.87,45.87,-77.25,6106367.2002.11,6106367,Nov,Monthly,ON,2002-11,-0.7,C,3,C,-4.4,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-120.52,49.47,49.47,-120.52,112FN0M.1996.05,112FN0M,May,Monthly,BC,1996-05,8.8,C,15.1,C,2.5,C,,mm,,mm,,mm,1015.1,hPa,-9999.9,hPa,,kph
-121.58,50.22,50.22,-121.58,1114746.2000.01,1114746,Jan,Monthly,BC,2000-01,-3.1,C,-0.3,C,-5.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-61.97,45.38,45.38,-61.97,8201100.2014.04,8201100,Apr,Monthly,NS,2014-04,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-89.8,68.54,68.54,-89.8,2303092.1998.06,2303092,Jun,Monthly,NU,1998-06,,C,,C,,C,89.8,mm,89.8,mm,0,mm,1017.3,hPa,1015.1,hPa,,kph
-85.93,79.98,79.98,-85.93,2401199.2008.02,2401199,Feb,Monthly,NU,2008-02,-34.1,C,-30,C,-38.2,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-128.7194,52.2617,52.2617,-128.7194,1065010.1991.12,1065010,Dec,Monthly,BC,1991-12,6.8,C,8.3,C,5.3,C,519.5,mm,519.5,mm,0,mm,1009.4,hPa,1006.1,hPa,38.2,kph
-72.5333,48.85,48.85,-72.5333,7065640.2002.09,7065640,Sep,Monthly,QC,2002-09,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-97.24,49,49,-97.24,5020882.2009.09,5020882,Sep,Monthly,MB,2009-09,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,-9999.9,hPa,-9999.9,hPa,,kph
-65.47,47.02,47.02,-65.47,8100989.1990.09,8100989,Sep,Monthly,NB,1990-09,12.6,C,18.7,C,6.4,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-62.59,58.33,58.33,-62.59,8503249.1994.07,8503249,Jul,Monthly,NL,1994-07,,C,,C,,C,,mm,,mm,,mm,1009.1,hPa,946.9,hPa,,kph
-79.53,44.63,44.63,-79.53,6111769.1994.11,6111769,Nov,Monthly,ON,1994-11,3.8,C,7.7,C,-0.1,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-57.58,50.23,50.23,-57.58,8401405.2006.11,8401405,Nov,Monthly,NL,2006-11,3.2,C,6.8,C,-0.5,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-120.18,55.75,55.75,-120.18,1182289.2015.10,1182289,Oct,Monthly,BC,2015-10,5.6,C,12.2,C,-1,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-68.38,49.12,49.12,-68.38,7044288.1992.01,7044288,Jan,Monthly,QC,1992-01,-14.5,C,-9.7,C,-19.2,C,174.5,mm,74.1,mm,100.4,mm,,hPa,,hPa,,kph
-83.37,64.2,64.2,-83.37,2301002.1999.10,2301002,Oct,Monthly,NU,1999-10,-8.1,C,-4.5,C,-11.6,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-113.38,54.63,54.63,-113.38,3060330.1997.05,3060330,May,Monthly,AB,1997-05,9.5,C,15.5,C,3.3,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-128.7194,52.2617,52.2617,-128.7194,1065010.2005.03,1065010,Mar,Monthly,BC,2005-03,6.9,C,9.4,C,4.4,C,282.7,mm,282.1,mm,0.6,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-75.85,44.42,44.42,-75.85,6103024.1999.02,6103024,Feb,Monthly,ON,1999-02,,C,,C,,C,,mm,,mm,,mm,1017.5,hPa,-9999.9,hPa,,kph
-114.0203,51.1139,51.1139,-114.0203,3031093.1993.11,3031093,Nov,Monthly,AB,1993-11,,C,,C,,C,14.4,mm,2.5,mm,11.9,mm,1017.9,hPa,889.2,hPa,19.1,kph
-66.35,44.28,44.28,-66.35,8200604.2003.09,8200604,Sep,Monthly,NS,2003-09,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,1021.4,hPa,1019.5,hPa,,kph
-76.6,44.22,44.22,-76.6,6104142.1997.06,6104142,Jun,Monthly,ON,1997-06,18.7,C,23.8,C,13.4,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-81.38,48.55,48.55,-81.38,6078282.1997.06,6078282,Jun,Monthly,ON,1997-06,17,C,24.7,C,9.1,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-61.18,45.22,45.22,-61.18,8201410.1996.06,8201410,Jun,Monthly,NS,1996-06,11.1,C,14.4,C,7.8,C,37.3,mm,37.3,mm,0,mm,,hPa,,hPa,,kph
-63.6,50.28,50.28,-63.6,7043018.1993.11,7043018,Nov,Monthly,QC,1993-11,,C,,C,,C,,mm,,mm,,mm,1013.8,hPa,1009.1,hPa,,kph
-66.35,44.28,44.28,-66.35,8200604.2012.09,8200604,Sep,Monthly,NS,2012-09,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-121.5,51.15,51.15,-121.5,1161663.2003.05,1161663,May,Monthly,BC,2003-05,7.8,C,14.4,C,1.2,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-78.17,43.95,43.95,-78.17,6151684.2004.03,6151684,Mar,Monthly,ON,2004-03,,C,,C,,C,,mm,,mm,,mm,1019.2,hPa,1009.5,hPa,,kph
-73.12,46.03,46.03,-73.12,7028200.1991.02,7028200,Feb,Monthly,QC,1991-02,-6.8,C,-1.5,C,-12.2,C,47.4,mm,1.6,mm,45.7,mm,,hPa,,hPa,,kph
-72.23,46.58,46.58,-72.23,7016840.1992.12,7016840,Dec,Monthly,QC,1992-12,-6.1,C,-2.4,C,-9.8,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-108.9167,49.6833,49.6833,-108.9167,4024080.2012.12,4024080,Dec,Monthly,SK,2012-12,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-73.75,45.4667,45.4667,-73.75,7025250.2009.03,7025250,Mar,Monthly,QC,2009-03,,C,,C,,C,50.9,mm,47.5,mm,3.4,mm,1021.2,hPa,1016.7,hPa,15.7,kph
-63.8317,46.4389,46.4389,-63.8317,8300700.2005.02,8300700,Feb,Monthly,PE,2005-02,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,-9999.9,hPa,-9999.9,hPa,17.6,kph
-126.58,52.38,52.38,-126.58,1060844.2012.08,1060844,Aug,Monthly,BC,2012-08,17.5,C,23.7,C,11.3,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-101.68,57.88,57.88,-101.68,5060520.1994.02,5060520,Feb,Monthly,MB,1994-02,-28.4,C,-22.3,C,-34.6,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-133.7,59.57,59.57,-133.7,1200560.2000.02,1200560,Feb,Monthly,BC,2000-02,-8.2,C,-4.2,C,-12.2,C,2.6,mm,0,mm,2.6,mm,,hPa,,hPa,,kph
-60.4167,53.3167,53.3167,-60.4167,8501900.1998.08,8501900,Aug,Monthly,NL,1998-08,15.8,C,20.9,C,10.6,C,58.7,mm,58.7,mm,0,mm,1011.4,hPa,1005.5,hPa,13.6,kph
-101.73,68.65,68.65,-101.73,2302650.2013.07,2302650,Jul,Monthly,NU,2013-07,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,-9999.9,hPa,-9999.9,hPa,,kph
-53.1142,48.6672,48.6672,-53.1142,8400600.1996.01,8400600,Jan,Monthly,NL,1996-01,,C,,C,,C,,mm,,mm,,mm,1013.3,hPa,1009.8,hPa,42.3,kph
-55.6,52.25,52.25,-55.6,8500398.1999.04,8500398,Apr,Monthly,NL,1999-04,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-79.53,44.63,44.63,-79.53,6111769.2003.02,6111769,Feb,Monthly,ON,2003-02,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-80.08,43.92,43.92,-80.08,6155790.2006.02,6155790,Feb,Monthly,ON,2006-02,-6.5,C,-2.3,C,-10.5,C,160.9,mm,37.3,mm,123.6,mm,,hPa,,hPa,,kph
-131.66,54.16,54.16,-131.66,1056869.1998.04,1056869,Apr,Monthly,BC,1998-04,,C,,C,,C,,mm,,mm,,mm,1015.4,hPa,-9999.9,hPa,,kph
-131.66,54.16,54.16,-131.66,1056869.2005.10,1056869,Oct,Monthly,BC,2005-10,,C,,C,,C,,mm,,mm,,mm,1005.9,hPa,1005.1,hPa,,kph
-107.92,51.57,51.57,-107.92,4046884.2019.08,4046884,Aug,Monthly,SK,2019-08,15.4,C,23.4,C,7.3,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-113.5183,53.5733,53.5733,-113.5183,3012208.1990.01,3012208,Jan,Monthly,AB,1990-01,,C,,C,,C,,mm,,mm,,mm,1009.9,hPa,928.4,hPa,12.3,kph
-77.63,44.32,44.32,-77.63,6158050.2006.08,6158050,Aug,Monthly,ON,2006-08,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-105.68,53.22,53.22,-105.68,4056243.2008.01,4056243,Jan,Monthly,SK,2008-01,-17.3,C,-11.9,C,-22.5,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-70.52,46.05,46.05,-70.52,7027083.1996.02,7027083,Feb,Monthly,QC,1996-02,-10.6,C,-4.7,C,-16.5,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-64.95,45.6,45.6,-64.95,8101746.1990.03,8101746,Mar,Monthly,NB,1990-03,-1.7,C,2.9,C,-6.2,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.2000.07,6158350,Jul,Monthly,ON,2000-07,,C,,C,,C,44.7,mm,44.7,mm,0,mm,-9999.9,hPa,-9999.9,hPa,,kph
-126.75,65.28,65.28,-126.75,2202810.2002.09,2202810,Sep,Monthly,NT,2002-09,6.1,C,11.9,C,0.2,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-99.9519,49.91,49.91,-99.9519,5010480.1995.03,5010480,Mar,Monthly,MB,1995-03,,C,,C,,C,69,mm,15.1,mm,53.8,mm,1021,hPa,969.3,hPa,17.6,kph
-85.15,73.03,73.03,-85.15,2400400.2007.05,2400400,May,Monthly,NU,2007-05,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-131.1833,60,60,-131.1833,2101081.1994.06,2101081,Jun,Monthly,YT,1994-06,,C,,C,,C,30.1,mm,30.1,mm,0,mm,,hPa,,hPa,,kph
-117.4472,56.2269,56.2269,-117.4472,3075040.2017.07,3075040,Jul,Monthly,AB,2017-07,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-105.27,55.15,55.15,-105.27,4064149.2008.07,4064149,Jul,Monthly,SK,2008-07,17.1,C,22.6,C,11.6,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-116.2581,50.8206,50.8206,-116.2581,1171020.2002.03,1171020,Mar,Monthly,BC,2002-03,,C,,C,,C,20.9,mm,2.6,mm,18.3,mm,,hPa,,hPa,,kph
-101.37,51.18,51.18,-101.37,5012469.2018.09,5012469,Sep,Monthly,MB,2018-09,7.4,C,13.1,C,1.6,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-69.72,48.13,48.13,-69.72,7046059.1998.05,7046059,May,Monthly,QC,1998-05,10.8,C,15.1,C,6.4,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-84.77,49.2,49.2,-84.77,6053575.2015.07,6053575,Jul,Monthly,ON,2015-07,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
